MSGID,SYMBOL,ENUMNAME,LOCALE,MSGLOCALE,SYMBOLLOC,TEXT,TXTHASH,STATUS,SRC
72,SET_MESSAGE_CATALOG_REPORT_NO_MATCHING_TEXT_ROWS,SetMessageCatalogReportNoMatchingTextRows,en-US,0000000072|en-US,SET_MESSAGE_CATALOG_REPORT_NO_MATCHING_TEXT_ROWS|en-US,<no matching text rows>,c529311f41ded5640bcdfe0d7f73c4a07c7a95bca102c1cd248f3a5587b58d6a,ACTIVE,src/help/helpdata_messages.cpp
73,SET_MESSAGE_CATALOG_REPORT_TEXT_ROW,SetMessageCatalogReportTextRow,en-US,0000000073|en-US,SET_MESSAGE_CATALOG_REPORT_TEXT_ROW|en-US,  {key}:{value},307ed54cd480e33da84c681864f2588d20ac4493c0cff7c0401968010fb85d54,ACTIVE,src/help/helpdata_messages.cpp
74,SET_MESSAGE_CATALOG_VALIDATION_ISSUE_ROW_TEXT,SetMessageCatalogValidationIssueRowText,en-US,0000000074|en-US,SET_MESSAGE_CATALOG_VALIDATION_ISSUE_ROW_TEXT|en-US,  {code} key={key} locale={locale} detail={detail},ac5ef9f9d9de3832b23a8232b436e73b3b226ae2b74d6bb0dd84b65538d5eef6,ACTIVE,src/help/helpdata_messages.cpp
75,SET_USAGE_TEXT,SetUsageText,en-US,0000000075|en-US,SET_USAGE_TEXT|en-US,"Usage:
  SET
  SET USAGE
  SET <option> [args]
Public options:
  SET TABLE BUFFER ON|OFF [ALL]
  SET CONSOLE ON|OFF
  SET PRINT ON|OFF
  SET PRINT TO <file>
  SET DEVICE TO SCREEN
  SET DEVICE TO FILE <path>
  SET DEVICE TO PRINTER
  SET DEVICE TO NULL
  SET ALTERNATE ON|OFF
  SET ALTERNATE TO <file>
  SET TALK ON|OFF
  SET ECHO ON|OFF
  SET PAGING ON|OFF
  SET WRAP ON|OFF
  SET DELETED ON|OFF
  SET CASE ON|OFF
  SET NEAR ON|OFF
  SET EDITOR TO <value>
  SET EDITOR TO DEFAULT
  SET EDITOR TO OFF
  SET LANGUAGE [TO] <en-US|es|fr|de|it|DEFAULT>
  SET LOCALE [TO] <en-US|es|fr|de|it|DEFAULT>
  SET LANGUAGE CHECK
  SET LOCALE CHECK
  SET LANGUAGE REPORT [locale]
  SET LOCALE REPORT [locale]
  SET PATH <slot> <path>
  SET MESSAGE CATALOG CHECK
  SET MESSAGE EMIT <symbol> [LOCALE <locale>]
  SET UNIQUE FIELD <name> ON|OFF
  SET DEVDIAG ON|OFF|STATUS
  SET TIMER ON|OFF
  SET POLLING ON|OFF
  SET INDEX TO <file>
  SET ORDER TO <tag|0>

Developer / transitional:
  SET FILTER TO <expr>
  SET RELATION <args...>
  SET RELATIONS <args...>
  SET CNX [TO] <container.cnx>
  SET CDX [TO] <container.cdx>
  SET LMDB <args...>",8a974af0fc6901929b6c8556c29d367be7c5e332c3ad96ee5697cab7de86a325,ACTIVE,src/help/helpdata_messages.cpp
76,SET_TABLE_BUFFER_USAGE_TEXT,SetTableBufferUsageText,en-US,0000000076|en-US,SET_TABLE_BUFFER_USAGE_TEXT|en-US,Usage: SET TABLE BUFFER ON|OFF [ALL],1b1e8afa01c88197a639d765f510e14b55f685f5b1a8b018791f9df7aae11835,ACTIVE,src/help/helpdata_messages.cpp
77,SET_TABLE_BUFFER_ENGINE_UNAVAILABLE_TEXT,SetTableBufferEngineUnavailableText,en-US,0000000077|en-US,SET_TABLE_BUFFER_ENGINE_UNAVAILABLE_TEXT|en-US,TABLE BUFFER: engine not available.,802e77acffdc6e4e5050a60e98bf5b08cfe4dd1cb615a6773efc4f09a7379d1a,ACTIVE,src/help/helpdata_messages.cpp
78,SET_TABLE_BUFFER_ALL_STATUS_TEXT,SetTableBufferAllStatusText,en-US,0000000078|en-US,SET_TABLE_BUFFER_ALL_STATUS_TEXT|en-US,TABLE BUFFER: {state} for {count} open area(s).,e1cfab67eda4a4655159c862413bd2ba93cd8b945d9f70bf1d9bcd7e3a4298a0,ACTIVE,src/help/helpdata_messages.cpp
79,SET_TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_TEXT,SetTableBufferCannotDetermineCurrentAreaText,en-US,0000000079|en-US,SET_TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_TEXT|en-US,TABLE BUFFER: cannot determine current area.,3a2cb2926339efb841f09120ff97f61aa3f0edc7efad3d7bccad2e68015a1bce,ACTIVE,src/help/helpdata_messages.cpp
80,SET_TABLE_BUFFER_AREA_STATUS_TEXT,SetTableBufferAreaStatusText,en-US,0000000080|en-US,SET_TABLE_BUFFER_AREA_STATUS_TEXT|en-US,TABLE BUFFER: {state} (area {area}),90a6b9276df2e03f7dd4e827322c3a044cfd4bfc5740acda3010c7eccd438db2,ACTIVE,src/help/helpdata_messages.cpp
81,TABLE_BUFFER_USAGE_TEXT,TableBufferUsageText,en-US,0000000081|en-US,TABLE_BUFFER_USAGE_TEXT|en-US,"Usage:
  TABLE
  TABLE ALL
  TABLE STATUS [ALL]
  TABLE BUFFER ON [PERSISTENT|RAM] [<n>|ALL|n,m,...]
  TABLE BUFFER OFF [<n>|ALL|n,m,...]
  TABLE BUFFER PERSISTENT [ON|OFF] [<n>|ALL|n,m,...]
  TABLE BUFFER DIRTY [<n>|ALL|n,m,...]
  TABLE BUFFER CLEAN [<n>|ALL|n,m,...]
  TABLE BUFFER STALE [<n>|ALL|n,m,...]
  TABLE BUFFER FRESH [<n>|ALL|n,m,...]
  TABLE BUFFER STATUS [area|ALL]
  TABLE BUFFER DUMP [area|ALL]
  TABLE BUFFER TESTADD <recno> [flags] [field1] [value]
  TABLE BUFFER RESET
Legacy compatibility:
  TABLE ON|OFF|DIRTY|CLEAN|STALE|FRESH [<n>|ALL|n,m,...]
  TABLE ONALL|OFFALL|DIRTYALL|CLEANALL|STALEALL|FRESHALL",1b425ca151de725cfe943e714e76f384da02e1576692d6c67e7d3ae0b8fd018f,ACTIVE,src/help/helpdata_messages.cpp
82,TABLE_BUFFER_TESTADD_USAGE_TEXT,TableBufferTestAddUsageText,en-US,0000000082|en-US,TABLE_BUFFER_TESTADD_USAGE_TEXT|en-US,Usage: TABLE BUFFER TESTADD <recno> [flags] [field1] [value],9f5da7408052e9555d56fc0335cff91cc3a45e2f0c24ebfa7f8534c586d30972,ACTIVE,src/help/helpdata_messages.cpp
83,TABLE_BUFFER_AREAS_ALL_TITLE_TEXT,TableBufferAreasAllTitleText,en-US,0000000083|en-US,TABLE_BUFFER_AREAS_ALL_TITLE_TEXT|en-US,areas 0..{last},476f4680824e14f2a8817c785e5e7a89c04860d2f24dc5e519016a9e343c0949,ACTIVE,src/help/helpdata_messages.cpp
84,TABLE_BUFFER_OCCUPIED_AREAS_TITLE_TEXT,TableBufferOccupiedAreasTitleText,en-US,0000000084|en-US,TABLE_BUFFER_OCCUPIED_AREAS_TITLE_TEXT|en-US,occupied areas only,eae7fe7764cb8b445d30f8cb16cc2523c20f2c9a5fa5949704a6eff44f6ca4e7,ACTIVE,src/help/helpdata_messages.cpp
85,TABLE_BUFFER_AREAS_UPDATED_TEXT,TableBufferAreasUpdatedText,en-US,0000000085|en-US,TABLE_BUFFER_AREAS_UPDATED_TEXT|en-US,{count} area(s) updated.,076572c2ee0f3f2b6c6c678cc43305e6c5bedb2ad4ed95c90f4a00f338da6b99,ACTIVE,src/help/helpdata_messages.cpp
86,TABLE_BUFFER_PERSISTENCE_UPDATED_TEXT,TableBufferPersistenceUpdatedText,en-US,0000000086|en-US,TABLE_BUFFER_PERSISTENCE_UPDATED_TEXT|en-US,{count} area(s) persistence updated.,ed06f11879e1fbfa111652b449ef76c524ccc95a2250b1169a0ef2f0dd0d588a,ACTIVE,src/help/helpdata_messages.cpp
87,TABLE_BUFFER_INVALID_AREA_TEXT,TableBufferInvalidAreaText,en-US,0000000087|en-US,TABLE_BUFFER_INVALID_AREA_TEXT|en-US,invalid area.,205a3b0e846361d095d1c91db8a2b214f49a2b642f195e302ecfde901fb39a20,ACTIVE,src/help/helpdata_messages.cpp
88,TABLE_BUFFER_STATUS_HEADER_TEXT,TableBufferStatusHeaderText,en-US,0000000088|en-US,TABLE_BUFFER_STATUS_HEADER_TEXT|en-US,Area {area} buffer:,1db5a9129584a3dcbcdb1bcecbfe9e016e9e3715a68d833d92a4de0ef67470a3,ACTIVE,src/help/helpdata_messages.cpp
89,TABLE_BUFFER_DUMP_HEADER_TEXT,TableBufferDumpHeaderText,en-US,0000000089|en-US,TABLE_BUFFER_DUMP_HEADER_TEXT|en-US,Area {area} buffer dump:,10a43de8489f97d50b8777dcfcd79935d4cddbacc0589bae64ee35f83666d5a9,ACTIVE,src/help/helpdata_messages.cpp
90,TABLE_BUFFER_EMPTY_BUFFER_TEXT,TableBufferEmptyBufferText,en-US,0000000090|en-US,TABLE_BUFFER_EMPTY_BUFFER_TEXT|en-US,Area {area} buffer: empty,aade6d3d62d1b32d04becb6f05b1cadbd216d9ef0b92495086d2041f987877b4,ACTIVE,src/help/helpdata_messages.cpp
91,TABLE_BUFFER_NO_CURRENT_ENABLED_AREA_TEXT,TableBufferNoCurrentEnabledAreaText,en-US,0000000091|en-US,TABLE_BUFFER_NO_CURRENT_ENABLED_AREA_TEXT|en-US,no current enabled area.,5012eebb9ebe35019bc4fa51e863a2a4b9d313adc9756174dcfd43a562f74f81,ACTIVE,src/help/helpdata_messages.cpp
92,TABLE_BUFFER_NO_CURRENT_AREA_SELECTED_OR_ENABLED_TEXT,TableBufferNoCurrentAreaSelectedOrEnabledText,en-US,0000000092|en-US,TABLE_BUFFER_NO_CURRENT_AREA_SELECTED_OR_ENABLED_TEXT|en-US,no current area selected or not enabled.,cc7dfe110dde7edbba8b60d202760e661a7feb3b95a43ea29fe08dbeb96e31a3,ACTIVE,src/help/helpdata_messages.cpp
93,TABLE_BUFFER_INVALID_RECNO_TEXT,TableBufferInvalidRecnoText,en-US,0000000093|en-US,TABLE_BUFFER_INVALID_RECNO_TEXT|en-US,invalid recno.,fe6ba4931e949cc8057921dc5297d97658abb1c8371128a5dfd7b2e6c1c56be0,ACTIVE,src/help/helpdata_messages.cpp
94,TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_SPECIFY_TEXT,TableBufferCannotDetermineCurrentAreaSpecifyText,en-US,0000000094|en-US,TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_SPECIFY_TEXT|en-US,cannot determine current area; specify an area number.,2c7febda5d0342a11ff108b3a1d5d3e6ad97fb9784402647f23104d742ea3b33,ACTIVE,src/help/helpdata_messages.cpp
95,TABLE_BUFFER_RESET_ALL_TEXT,TableBufferResetAllText,en-US,0000000095|en-US,TABLE_BUFFER_RESET_ALL_TEXT|en-US,reset all areas.,adf9fed189395276b2f1f507f5321e5a6654e5e3e909fadf77d582bf71e65cae,ACTIVE,src/help/helpdata_messages.cpp
96,TABLE_BUFFER_UNKNOWN_SUBCOMMAND_TEXT,TableBufferUnknownSubcommandText,en-US,0000000096|en-US,TABLE_BUFFER_UNKNOWN_SUBCOMMAND_TEXT|en-US,unknown subcommand '{subcommand}'.,0cf1f2c528aa0c7e43e1a036934e924e6f6f886e1b0db8b881850bc010cc0ce8,ACTIVE,src/help/helpdata_messages.cpp
97,SET_CONSOLE_USAGE_TEXT,SetConsoleUsageText,en-US,0000000097|en-US,SET_CONSOLE_USAGE_TEXT|en-US,Usage: SET CONSOLE ON|OFF,1fe177f6eeda2cfc2135996c64cb232328fc504008528bf58d4a9f10228d56c3,ACTIVE,src/help/helpdata_messages.cpp
98,SET_PRINT_USAGE_TEXT,SetPrintUsageText,en-US,0000000098|en-US,SET_PRINT_USAGE_TEXT|en-US,Usage: SET PRINT ON|OFF | SET PRINT TO <file>,cc944314790225530e852e8be2e872419cc3d9cee062a919781e42ef3bf24bb6,ACTIVE,src/help/helpdata_messages.cpp
99,SET_PRINT_TO_USAGE_TEXT,SetPrintToUsageText,en-US,0000000099|en-US,SET_PRINT_TO_USAGE_TEXT|en-US,Usage: SET PRINT TO <file>,b08d231ac154f6c996a820e8ef75ba2e10fc8e4c016b1a9886cd456a591caa9e,ACTIVE,src/help/helpdata_messages.cpp
100,SET_PRINT_TO_FAILED_TEXT,SetPrintToFailedText,en-US,0000000100|en-US,SET_PRINT_TO_FAILED_TEXT|en-US,PRINT TO failed: {path},02023189fec83048dc3d3ec5805ea56390895b0dbb2b0a77cfec2ca73f7cfbdd,ACTIVE,src/help/helpdata_messages.cpp
101,SET_PRINT_ON_REQUIRES_FILE_TEXT,SetPrintOnRequiresFileText,en-US,0000000101|en-US,SET_PRINT_ON_REQUIRES_FILE_TEXT|en-US,SET PRINT ON requires a file. Use: SET PRINT TO <file>,33f8ba4ce560243b9f7730bedc79ef90ce87594477bdf0e6464f0c33d833210e,ACTIVE,src/help/helpdata_messages.cpp
102,SET_ALTERNATE_USAGE_TEXT,SetAlternateUsageText,en-US,0000000102|en-US,SET_ALTERNATE_USAGE_TEXT|en-US,Usage: SET ALTERNATE ON|OFF | SET ALTERNATE TO <file>,973c73a986d45ce0df873e9392dd05fc04c13c72ca2d87476d07edf2408245c2,ACTIVE,src/help/helpdata_messages.cpp
103,SET_ALTERNATE_TO_USAGE_TEXT,SetAlternateToUsageText,en-US,0000000103|en-US,SET_ALTERNATE_TO_USAGE_TEXT|en-US,Usage: SET ALTERNATE TO <file>,52128bb7160e762e523a7d8062140f7c76d2f74931d43070f34019a34b5a3dbd,ACTIVE,src/help/helpdata_messages.cpp
104,SET_ALTERNATE_TO_FAILED_TEXT,SetAlternateToFailedText,en-US,0000000104|en-US,SET_ALTERNATE_TO_FAILED_TEXT|en-US,ALTERNATE TO failed: {path},a9fe5a31a22f3ee16a8123519e36e8e44aa7367668d6278b4aa77f3a2ec5b910,ACTIVE,src/help/helpdata_messages.cpp
105,SET_ALTERNATE_TO_STATUS_TEXT,SetAlternateToStatusText,en-US,0000000105|en-US,SET_ALTERNATE_TO_STATUS_TEXT|en-US,ALTERNATE TO: {path},802c285b85deafb8ce8cf932b6ef4708e03825c3ecc28fdf01b8c92ba7dc7dac,ACTIVE,src/help/helpdata_messages.cpp
106,SET_ALTERNATE_STATUS_TEXT,SetAlternateStatusText,en-US,0000000106|en-US,SET_ALTERNATE_STATUS_TEXT|en-US,Alternate is {state},454264d5509b2eb5c62dfdaccb8b7723b2b6ff4b82e4c6532eb6e57541e91a88,ACTIVE,src/help/helpdata_messages.cpp
107,SET_TALK_USAGE_TEXT,SetTalkUsageText,en-US,0000000107|en-US,SET_TALK_USAGE_TEXT|en-US,Usage: SET TALK ON|OFF,3aab23dd64a0e4ba6fc3006e7ebe8c7f70712fc5f10cf7cdedbd67c67d17cb64,ACTIVE,src/help/helpdata_messages.cpp
108,SET_TALK_STATUS_TEXT,SetTalkStatusText,en-US,0000000108|en-US,SET_TALK_STATUS_TEXT|en-US,Talk is {state},459e80937dc519f00c99915b6d4ca23258e9041bb224029035d3dd5d711016c5,ACTIVE,src/help/helpdata_messages.cpp
109,SET_ECHO_USAGE_TEXT,SetEchoUsageText,en-US,0000000109|en-US,SET_ECHO_USAGE_TEXT|en-US,Usage: SET ECHO ON|OFF,90a3949103a70368c4d577a72fb3788fd0e50f67360bfb4d3875f49d52c2edd3,ACTIVE,src/help/helpdata_messages.cpp
110,SET_ECHO_STATUS_TEXT,SetEchoStatusText,en-US,0000000110|en-US,SET_ECHO_STATUS_TEXT|en-US,Echo is {state},638a3e027811e87a58789ea2eb55acf00d3a967e2bd2255b794d289dd133dd10,ACTIVE,src/help/helpdata_messages.cpp
111,ECHO_USAGE_TEXT,EchoUsageText,en-US,0000000111|en-US,ECHO_USAGE_TEXT|en-US,"Usage:
  ECHO
  ECHO USAGE
  ECHO <text>
Notes:
  - ECHO ON is not the toggle command; use SET ECHO ON or SET ECHO OFF.",b4e2153be7854cbd229081b338e601c3a25cd7e2effb7bc32fd662125ccae97b,ACTIVE,src/help/helpdata_messages.cpp
112,SET_PAGING_USAGE_TEXT,SetPagingUsageText,en-US,0000000112|en-US,SET_PAGING_USAGE_TEXT|en-US,Usage: SET PAGING ON|OFF,7bafd878e0283ed2eecf4ba8e91f41d88fc4cd61974ada78cb806103fc56c802,ACTIVE,src/help/helpdata_messages.cpp
113,SET_PAGING_STATUS_TEXT,SetPagingStatusText,en-US,0000000113|en-US,SET_PAGING_STATUS_TEXT|en-US,Paging is {state},5b5ef8b3cb1969ba02a404da9786c021ef23b86712438b0d5fa91c3901bd6fc4,ACTIVE,src/help/helpdata_messages.cpp
114,SET_WRAP_USAGE_TEXT,SetWrapUsageText,en-US,0000000114|en-US,SET_WRAP_USAGE_TEXT|en-US,Usage: SET WRAP ON|OFF,e152ae15d082295ce83f8a16afbcf3af414c7f05df8bfc03912a3b36a140eeba,ACTIVE,src/help/helpdata_messages.cpp
115,SET_WRAP_STATUS_TEXT,SetWrapStatusText,en-US,0000000115|en-US,SET_WRAP_STATUS_TEXT|en-US,Wrap is {state},32aba2b31d192c1616a0622b43aa92c453818f84cfd5b5f8301c2280a945185d,ACTIVE,src/help/helpdata_messages.cpp
116,SET_DEVDIAG_USAGE_TEXT,SetDevdiagUsageText,en-US,0000000116|en-US,SET_DEVDIAG_USAGE_TEXT|en-US,Usage: SET DEVDIAG ON|OFF|STATUS,b4f3e936e4ca710205cbb717586964ae13ff145af8d448d05e09a0cb021524d7,ACTIVE,src/help/helpdata_messages.cpp
117,SET_DEVDIAG_STATUS_TEXT,SetDevdiagStatusText,en-US,0000000117|en-US,SET_DEVDIAG_STATUS_TEXT|en-US,Passive dev diagnostics are {state},dd06af6cc56d10c195d323cfc3fc6ac6b481778a378341590c2cc726198109b0,ACTIVE,src/help/helpdata_messages.cpp
118,SET_TIMER_USAGE_TEXT,SetTimerUsageText,en-US,0000000118|en-US,SET_TIMER_USAGE_TEXT|en-US,Usage: SET TIMER ON|OFF,0cc93593472085b30af978ad14ccd9722bf35756c3b74e88e639b0aabb7b9bc0,ACTIVE,src/help/helpdata_messages.cpp
119,SET_TIMER_STATUS_TEXT,SetTimerStatusText,en-US,0000000119|en-US,SET_TIMER_STATUS_TEXT|en-US,Timer is {state},f0b7adae728530555c2560e749f1afa052037ef214c416cdc9645460537b8cf7,ACTIVE,src/help/helpdata_messages.cpp
120,SET_POLLING_USAGE_TEXT,SetPollingUsageText,en-US,0000000120|en-US,SET_POLLING_USAGE_TEXT|en-US,Usage: SET POLLING ON|OFF,1af01f1e197291c2eba44267a237b3705586348f06b3d85b6f42a583b9fb0dab,ACTIVE,src/help/helpdata_messages.cpp
121,SET_POLLING_STATUS_TEXT,SetPollingStatusText,en-US,0000000121|en-US,SET_POLLING_STATUS_TEXT|en-US,Polling is {state},83b643277309b9914b6c43f76aa943517c5357bbfe57010b4b2ae49515306d56,ACTIVE,src/help/helpdata_messages.cpp
122,SET_DELETED_USAGE_TEXT,SetDeletedUsageText,en-US,0000000122|en-US,SET_DELETED_USAGE_TEXT|en-US,Usage: SET DELETED ON|OFF,4fae5a8a42598f6c012bdd0e1dcb48a09b84d763b3b4cd71e66a4c44e6786109,ACTIVE,src/help/helpdata_messages.cpp
123,SET_DELETED_STATUS_TEXT,SetDeletedStatusText,en-US,0000000123|en-US,SET_DELETED_STATUS_TEXT|en-US,Deleted visibility: {state},3966063b8d2c6deaf830b567cb3b9098a859ecee247b201261acecb561b09c02,ACTIVE,src/help/helpdata_messages.cpp
124,SET_EDITOR_USAGE_TEXT,SetEditorUsageText,en-US,0000000124|en-US,SET_EDITOR_USAGE_TEXT|en-US,Usage: SET EDITOR TO <value|DEFAULT|OFF>,79fc14f2bf1c22385879a47277d9c2ae38dec1a98c2793aedabe3db6e4e0dd5f,ACTIVE,src/help/helpdata_messages.cpp
125,SET_EDITOR_OFF_STATUS_TEXT,SetEditorOffStatusText,en-US,0000000125|en-US,SET_EDITOR_OFF_STATUS_TEXT|en-US,EDITOR is OFF,004a1717de38db11241b6ad46265b654d779255abf92300546654c8e5c949594,ACTIVE,src/help/helpdata_messages.cpp
126,SET_EDITOR_DEFAULT_STATUS_TEXT,SetEditorDefaultStatusText,en-US,0000000126|en-US,SET_EDITOR_DEFAULT_STATUS_TEXT|en-US,EDITOR set to DEFAULT,869a2ccede0b3ffd9a671b7923c8853a6077cb09186a86dc3adb1ab59140bfe7,ACTIVE,src/help/helpdata_messages.cpp
127,SET_EDITOR_CUSTOM_STATUS_TEXT,SetEditorCustomStatusText,en-US,0000000127|en-US,SET_EDITOR_CUSTOM_STATUS_TEXT|en-US,EDITOR set to: {value},f77d9d6cd2bc042d35dc5cdce52d588b00261e2617a6d7ff252ba0999830f4c3,ACTIVE,src/help/helpdata_messages.cpp
128,SET_DEVICE_USAGE_TEXT,SetDeviceUsageText,en-US,0000000128|en-US,SET_DEVICE_USAGE_TEXT|en-US,Usage: SET DEVICE TO SCREEN|FILE <path>|PRINTER [name]|NULL,7ef1a39181466d7b07b4ced8dae816b552ca29409f30340d864b430ef3d09624,ACTIVE,src/help/helpdata_messages.cpp
129,SET_DEVICE_FILE_USAGE_TEXT,SetDeviceFileUsageText,en-US,0000000129|en-US,SET_DEVICE_FILE_USAGE_TEXT|en-US,Usage: SET DEVICE TO FILE <path>,affe47b37f110873ac53c30c9e233a5e983ed3b087e36b7769f8c5f6c68892f3,ACTIVE,src/help/helpdata_messages.cpp
130,SET_DEVICE_FILE_FAILED_TEXT,SetDeviceFileFailedText,en-US,0000000130|en-US,SET_DEVICE_FILE_FAILED_TEXT|en-US,SET DEVICE TO FILE failed: {path},0f6ee64d70ee2bd9115f7482bc229b83901c01da6a6ffe7da3e8d6580ce40b4c,ACTIVE,src/help/helpdata_messages.cpp
131,SET_DEVICE_PRINTER_FAILED_TEXT,SetDevicePrinterFailedText,en-US,0000000131|en-US,SET_DEVICE_PRINTER_FAILED_TEXT|en-US,SET DEVICE TO PRINTER failed.,f4b4d44c5dd1c708da59292db47b10fbb435c46bd9faa571bbbacdff47fbcc09,ACTIVE,src/help/helpdata_messages.cpp
132,SET_PRN_CONSOLE_NOTE_TEXT,SetPrnConsoleNoteText,en-US,0000000132|en-US,SET_PRN_CONSOLE_NOTE_TEXT|en-US,PRN: CONSOLE,929ccca3744ee2515c82330113e01850ad428053dbd552f57d181e601697267b,ACTIVE,src/help/helpdata_messages.cpp
133,SET_PRN_NULL_NOTE_TEXT,SetPrnNullNoteText,en-US,0000000133|en-US,SET_PRN_NULL_NOTE_TEXT|en-US,PRN: NULL,47780ba042e8b24671657166abc7d92db118db2460751ef3f9c0074bc8317f21,ACTIVE,src/help/helpdata_messages.cpp
134,SET_PRN_FILE_NOTE_TEXT,SetPrnFileNoteText,en-US,0000000134|en-US,SET_PRN_FILE_NOTE_TEXT|en-US,PRN: FILE -> {path},ea47800341ed48abe8db90fa381531ab0c2bbef76078a37aae815d61336dcb22,ACTIVE,src/help/helpdata_messages.cpp
135,SET_PRN_PRINTER_DEFAULT_STAGED_NOTE_TEXT,SetPrnPrinterDefaultStagedNoteText,en-US,0000000135|en-US,SET_PRN_PRINTER_DEFAULT_STAGED_NOTE_TEXT|en-US,PRN: PRINTER -> (system default) [staged only],a38dce3f9069f08da850c3f7512203fc089d6765465f20b664598c52c163d02c,ACTIVE,src/help/helpdata_messages.cpp
136,SET_PRN_PRINTER_NAMED_STAGED_NOTE_TEXT,SetPrnPrinterNamedStagedNoteText,en-US,0000000136|en-US,SET_PRN_PRINTER_NAMED_STAGED_NOTE_TEXT|en-US,PRN: PRINTER -> {name} [staged only],887bc89d4f5f6fc592e2bead8894e998e056a3eaff8ce7e71b01109be1342272,ACTIVE,src/help/helpdata_messages.cpp
137,AREA_USAGE_TEXT,AreaUsageText,en-US,0000000137|en-US,AREA_USAGE_TEXT|en-US,"Usage:
  AREA                   (Report current work-area state)
  AREA USAGE             (Show this usage)
Notes:
  - AREA is read-only; it reports the current area slot/file/order state.",0c92e43fece447575a096118d116f6aae54f89d7351cca73f45dbc65c1f54337,ACTIVE,src/help/helpdata_messages.cpp
138,DISPLAY_RECORD_HEADER_TEXT,DisplayRecordHeaderText,en-US,0000000138|en-US,DISPLAY_RECORD_HEADER_TEXT|en-US,Record {recno}{deleted_suffix},cb6930767495563db9d9b82ba45e64470ebe496573095fee45e21164160d9471,ACTIVE,src/help/helpdata_messages.cpp
139,DISPLAY_RECORD_DELETED_SUFFIX_TEXT,DisplayRecordDeletedSuffixText,en-US,0000000139|en-US,DISPLAY_RECORD_DELETED_SUFFIX_TEXT|en-US, [DELETED],d6af96b049c49fb1062e1c545533b39fdd013e396b20bf83d60db8085e59ecf6,ACTIVE,src/help/helpdata_messages.cpp
140,DISPLAY_FIELD_LINE_TEXT,DisplayFieldLineText,en-US,0000000140|en-US,DISPLAY_FIELD_LINE_TEXT|en-US,  {field} = {value},9f188505cd78ce375b8dabfab318227a1c23f94cf8704e57c2ee73fdcf4e0c3c,ACTIVE,src/help/helpdata_messages.cpp
141,SET_PATH_USAGE_TEXT,SetPathUsageText,en-US,0000000141|en-US,SET_PATH_USAGE_TEXT|en-US,"Usage:
  SETPATH
  SETPATH USAGE
  SETPATH RESET
  SETPATH <slot> [TO|=] <path>
  SET PATH <slot> [TO|=] <path>
Slots:
  DATA DBF XDBF INDEXES LMDB WORKSPACES SCHEMAS PROJECTS SCRIPTS TESTS HELP LOGS TMP",2eff48b131ba88d721a19da5ffb0579713c0e3363ccc046501ac4b3371002d08,ACTIVE,src/help/helpdata_messages.cpp
142,SET_PATH_RESET_TEXT,SetPathResetText,en-US,0000000142|en-US,SET_PATH_RESET_TEXT|en-US,reset to defaults.,6f40ea22539cdfb5e16879f61600dfc415f88ed49f5daa95630e199f704c57f2,ACTIVE,src/help/helpdata_messages.cpp
143,SET_PATH_UNKNOWN_SLOT_TEXT,SetPathUnknownSlotText,en-US,0000000143|en-US,SET_PATH_UNKNOWN_SLOT_TEXT|en-US,unknown slot: {slot},b37776f6d9413ef350190e496a7f1052b0126e6101b3f74dfe56254a93c714b5,ACTIVE,src/help/helpdata_messages.cpp
144,SET_PATH_ASSIGNED_TEXT,SetPathAssignedText,en-US,0000000144|en-US,SET_PATH_ASSIGNED_TEXT|en-US,{slot} = {path},4205d83db324da69862eb2a4697bf43be86382c819d6293f05e3c8b16407edb7,ACTIVE,src/help/helpdata_messages.cpp
145,SET_PATH_WARN_MISSING_TEXT,SetPathWarnMissingText,en-US,0000000145|en-US,SET_PATH_WARN_MISSING_TEXT|en-US,warning: path does not exist,794a8bd5c60149d6593b52d6caddb257f9e3d3cc5526c84a0ab7e31e01c52d57,ACTIVE,src/help/helpdata_messages.cpp
146,SET_PATH_WARN_EXPECTED_DIRECTORY_TEXT,SetPathWarnExpectedDirectoryText,en-US,0000000146|en-US,SET_PATH_WARN_EXPECTED_DIRECTORY_TEXT|en-US,"warning: expected directory, found file",12b3c227f38aa9e69a8e56f014ac887f9eb389640886fec46203bb3da22058e4,ACTIVE,src/help/helpdata_messages.cpp
147,SET_INDEX_USAGE_TEXT,SetIndexUsageText,en-US,0000000147|en-US,SET_INDEX_USAGE_TEXT|en-US,"Usage:
  SET INDEX USAGE
  SET INDEX TO
  SET INDEX TO <container>
  SET INDEX TO <container> TAG <tag>
  SET INDEX TO <container> <tag>
  SETINDEX USAGE
  SETINDEX TO
  SETINDEX TO <container>
  SETINDEX TO <container> TAG <tag>
  SETINDEX TO <container> <tag>",46b2889b8af14af984ba8cb1165f85489124853cf3e85fd0440c4d2bb792febe,ACTIVE,src/help/helpdata_messages.cpp
